-0.06875044,51.51166,"WINE TIERS (SWAP) (125 Leman Street,LONDON,UK E1 8EY)"
-0.07899116,51.48968,"Phone Clinic Ltd (CZI) (271 Old Kent Road,LONDON,UK SE1 5LU)"
-0.06988145,51.51677,"SN Enterprise/SN Travel (CZI) (3 Osborn Street,LONDON,UK E1 6TD)"
-0.123082,51.4775,"The Cooperative Food South Lambeth (173-175 South Lambeth Road,London,UK SW8 1XW)"
-0.06809216,51.51066,"Cable News & Mini Market (14 Cable Street,LONDON,UK E1 8JG)"
-0.1173476,51.54099,"The Cooperative Food (BF)  Caledonian Road Islington(303-311 Caledonian Road,London,UK N1 1DT)"
-0.0894826,51.53529,"The Cooperative Food (BF)  Gainsborough Studios Islington(136 New North Road,London,UK N1 6SU)"
-0.07210985,51.4956,"BT Kiosk Spa Road Spa Road(Adj 297 Neckinger Estate,London,UK SE16 3QT)"
-0.06736311,51.50807,"Waitrose St Katherine Docks  (BF) St Katherine Docks(Thomas More Street,LONDON,UK E1W 1YY)"
-0.07148878,51.52167,"Preem Limited (CZI) (124-126 Brick Lane,LONDON,UK E1 6RU)"
-0.07148878,51.52167,"Bancomat - Brick Lane Souvenirs (TOIS) (160 Brick Lane,LONDON,UK E1 6RU)"
-0.1031814,51.47833,"The Cooperative Food (BF) Camberwell New Road (177 - 183 Camberwell New Road,London,UK SE5 0)"
-0.1130237,51.4767,"LONDIS CALDWELL STREET (70-74 Caldwell Street,London,UK SW9 0HB)"
-0.1023712,51.47799,"The Cooperative Food (BF)  Camberwell New Road Camberwell(177-183 Camberwell New Road,London,UK SE5 0TJ)"
-0.1022406,51.53999,"Shell Upper Street (027) (276 Upper Street,Islington,UK N1 2TZ)"
-0.0897187,51.53623,"The Cooperative Food (BF) Gainsborough Studios 136 New North Road(Gainsborough Studios,Islington,UK N1 6S)"
-0.09805934,51.53912,"Premiere Express (142 Essex Road,LONDON,UK N1 8LX)"
-0.09805934,51.53912,"The Cooperative Food (BF)  Essex Road - Islington Islington(132-134 Essex Road,London,UK N1 8LX)"
-0.07137994,51.52403,"Bashir and Sons Lendon Ltd (CZI) (178-180 Brick Lane,LONDON,UK E1 6SA)"
-0.07934289,51.53128,"(Seasonal) HACKNEY COMMUNITY COLLEGE (FALKIRK STREET,SHOREDITCH,UK N1 6SB)"
-0.09956948,51.47798,"Food Link (CASH SCORE) Camberwell Green(98-100 Wyndham Road,LONDON,UK SE5 0UB)"
-0.1446685,51.53817,"The Cooperative Food  Camden Parkway Camden Town(73-74 Parkway,London,UK NW1 7AH)"
-0.1419689,51.53925,"Happy Money (CZI) (2 Camden Road,LONDON,UK NW1 9DL)"
-0.1059385,51.47639,"BR Spar Myatts Field Myatts Field(2 Cromwell Road,LONDON,UK SW9 6SE)"
-0.07116561,51.52489,"Bancomat - Green City Minicab (TOIS) (130 Bethnal Road,LONDON,UK E2 6DG)"
-0.1031399,51.54131,"Zaco Minimarket (175 Upper Street,LONDON,UK N1 1RG)"
